Name;Console;ID
Knuckles-Chaotix;32X;90253
Kolibri;32X;90266
Mars-Check-Program-Version-1.0--SDK-Build---Set-1-;32X;90267
Mars-Check-Program-Version-1.0--SDK-Build---Set-2-;32X;90268
Mars-Sample-Program-Gnu-Sierra--SDK-Build-;32X;90269
Mars-Sample-Program-Pharaoh--SDK-Build-;32X;90270
Mars-Sample-Program-Runlength-Mode-Test--SDK-Build-;32X;90271
Mars-Sample-Program-Texture-Test--SDK-Build-;32X;90272
Metal-Head;32X;90274
Mortal-Kombat-II;32X;90284
Motherbase;32X;90286
Motocross-Championship;32X;90289
NBA-Jam-Tournament-Edition;32X;90305
NFL-Quarterback-Club;32X;90306
Primal-Rage;32X;90309
Space-Harrier;32X;90313
Star-Wars-Arcade;32X;90319
Stellar-Assault;32X;90339
T-MEK;32X;90348
Toughman-Contest;32X;90359
Virtua-Fighter;32X;90361
Virtua-Racing-Deluxe;32X;90372
WWF-Raw;32X;90377
Actua-Golf;Saturn;60109
Actua-Soccer-Club-Edition;Saturn;59884
Alien-Trilogy--4S-;Saturn;61313
Alien-Trilogy--7S-;Saturn;59050
Alone-in-the-Dark-Jack-Is-Back;Saturn;59887
Amok;Saturn;60593
Andretti-Racing;Saturn;59979
Arcades-Greatest-Hits-The-Atari-Collection-1;Saturn;60605
Area-51;Saturn;59876
Athlete-Kings;Saturn;59778
Atlantis-The-Lost-Tales;Saturn;60393
Baku-Baku-Animal-World-Zookeeper-Contest;Saturn;59809
Batman-Forever-The-Arcade-Game;Saturn;60100
Battle-Arena-Toshinden-Remix;Saturn;59725
Battle-Arena-Toshinden-URA-Ultimate-Revenge-Attack;Saturn;59895
Battle-Monsters;Saturn;60116
Battle-Stations;Saturn;60005
Black-Dawn;Saturn;60117
BlackFire;Saturn;60584
Blam!-Machinehead;Saturn;60598
Blast-Chamber;Saturn;59893
Blazing-Dragons;Saturn;60600
Break-Point;Saturn;60229
Bubble-Bobble-also-featuring-Rainbow-Islands;Saturn;59550
Bug-Too!;Saturn;60374
Bug!;Saturn;59950
Burning-Rangers;Saturn;59729
Bust-A-Move-2-Arcade-Edition;Saturn;60175
Bust-A-Move-3;Saturn;61246
Casper;Saturn;59283
Chaos-Control;Saturn;59612
Christmas-NiGHTS-into-Dreams...;Saturn;59703
Clockwork-Knight-2-Pepperouchaus-Adventure--2S-;Saturn;61227
Clockwork-Knight-2-Pepperouchaus-Adventure--3S-;Saturn;59816
Clockwork-Knight-Pepperouchaus-Adventure;Saturn;59044
Command-&-Conquer--GDI-;Saturn;59557
Courier-Crisis-The-Saga-of-the-Modern-Fatalist;Saturn;60865
Crimewave;Saturn;60377
Croc-Legend-of-the-Gobbos;Saturn;59571
Crow-The-City-of-Angels;Saturn;60599
Crusader-No-Remorse;Saturn;60585
Crypt-Killer--R-;Saturn;60596
Cyber-Speedway--RE-;Saturn;59674
Cyberia;Saturn;60227
D;Saturn;60608
Darius-Gaiden;Saturn;59782
Darius-II;Saturn;59875
Dark-Savior;Saturn;61252
Darklight-Conflict;Saturn;59897
Daytona-USA;Saturn;60437
Daytona-USA--1S-;Saturn;61440
Daytona-USA--2S-;Saturn;59837
Daytona-USA-Championship-Circuit-Edition;Saturn;59779
Deep-Fear;Saturn;59741
Defcon-5;Saturn;59993
Destruction-Derby;Saturn;59869
Die-Hard-Arcade;Saturn;59738
Die-Hard-Trilogy;Saturn;59948
Digital-Pinball--4S-;Saturn;59874
Digital-Pinball--7S-;Saturn;61222
Discworld-II-Missing-Presumed...!;Saturn;59873
Doom--R-;Saturn;59338
Dragon-Force;Saturn;59863
DragonHeart-Fire-&-Steel;Saturn;60372
Duke-Nukem-3D;Saturn;61243
Earthworm-Jim-2;Saturn;59736
Enemy-Zero--Game-Disc-;Saturn;59746
Exhumed;Saturn;59568
F-1-Challenge;Saturn;59675
FIFA-97;Saturn;59728
FIFA-Soccer-96;Saturn;59726
FIFA-Road-to-World-Cup-98;Saturn;60586
FIFA-Road-to-World-Cup-98;Saturn;61031
Fighters-Megamix;Saturn;59749
Fighting-Vipers;Saturn;59781
Firestorm-Thunderhawk-2;Saturn;59989
Formula-Karts-Special-Edition;Saturn;59924
Frank-Thomas-Big-Hurt-Baseball;Saturn;60311
Frankenstein-Through-the-Eyes-of-the-Monster;Saturn;60614
Galactic-Attack;Saturn;60232
Galaxy-Fight;Saturn;60615
Gex;Saturn;60412
Ghen-War;Saturn;60391
Golden-Axe-The-Duel;Saturn;59740
Grid-Run;Saturn;60401
Guardian-Heroes;Saturn;61251
Gun-Griffon;Saturn;59573
Hang-On-GP-96;Saturn;60233
Hardcore-4x4;Saturn;60010
Heberekes-Popoitto;Saturn;60386
Hexen;Saturn;60141
Hi-Octane;Saturn;60234
Highway-2000;Saturn;60612
Horde-The;Saturn;60603
House-of-the-Dead-The;Saturn;59773
Impact-Racing;Saturn;60602
In-the-Hunt;Saturn;60378
Incredible-Hulk-The-The-Pantheon-Saga;Saturn;59881
Independence-Day-The-Game;Saturn;60006
International-Victory-Goal;Saturn;59083
Iron-Man-&-X-O-Manowar-in-Heavy-Metal;Saturn;60610
Jewels-of-the-Oracle;Saturn;60388
Johnny-Bazookatone;Saturn;59970
Jonah-Lomu-Rugby;Saturn;60235
Keio-Flying-Squadron-2;Saturn;59750
King-of-Fighters-95-The;Saturn;59777
Krazy-Ivan;Saturn;59896
Last-Bronx;Saturn;59883
Loaded;Saturn;60587
Loaded--Alt-;Saturn;61120
Lost-Vikings-2-Norse-by-Norsewest;Saturn;60406
Lost-World-The-Jurassic-Park;Saturn;59988
Madden-NFL-97;Saturn;59899
Madden-NFL-98;Saturn;60728
Magic-Carpet;Saturn;59885
Mansion-of-Hidden-Souls-The--1S-;Saturn;61156
Mansion-of-Hidden-Souls-The--4S-;Saturn;60595
Manx-TT-SuperBike;Saturn;59198
Marvel-Super-Heroes;Saturn;59990
Mass-Destruction;Saturn;59772
Maximum-Force;Saturn;60655
MechWarrior-2-31st-Century-Combat---Arcade-Combat-Edition;Saturn;59944
Mega-Man-X3;Saturn;59776
Mighty-Hits;Saturn;59739
Mortal-Kombat-II;Saturn;59089
Mortal-Kombat-Trilogy;Saturn;60016
Mr.-Bones;Saturn;60616
Myst;Saturn;61257
Mystaria-The-Realms-of-Lore;Saturn;59208
NASCAR-98;Saturn;59980
NBA-Action;Saturn;60385
NBA-Action-98;Saturn;60606
NBA-Jam-Extreme;Saturn;59994
NBA-Jam-Tournament-Edition;Saturn;60399
NBA-Live-97;Saturn;59880
NBA-Live-98;Saturn;60398
NFL-Quarterback-Club-96;Saturn;59995
NFL-Quarterback-Club-97;Saturn;60668
NHL-97;Saturn;60588
NHL-98;Saturn;59879
NHL-All-Star-Hockey;Saturn;59519
NHL-All-Star-Hockey-98;Saturn;60806
NHL-Powerplay-96;Saturn;59923
Night-Warriors-Darkstalkers-Revenge;Saturn;59569
NiGHTS-into-Dreams...;Saturn;59704
Off-World-Interceptor-Extreme;Saturn;60392
Olympic-Soccer;Saturn;60053
Pandemonium!;Saturn;61052
Panzer-Dragoon;Saturn;59992
Panzer-Dragoon-II-Zwei;Saturn;59723
Panzer-Dragoon-Saga;Saturn;59730
Parodius;Saturn;59720
Pebble-Beach-Golf-Links--3S-;Saturn;59915
Pebble-Beach-Golf-Links--4S-;Saturn;59676
PGA-Tour-97;Saturn;60589
Photo-CD-Operating-System;Saturn;61138
Photo-CD-Operating-System--2S-;Saturn;60396
Pinball-Graffiti;Saturn;59871
Primal-Rage;Saturn;60052
Pro-Pinball-The-Web;Saturn;60597
Quake;Saturn;59856
Rampage-World-Tour;Saturn;60604
Rayman--1S-;Saturn;59905
Rayman--6S-;Saturn;59153
Resident-Evil;Saturn;59185
Revolution-X-Music-Is-the-Weapon;Saturn;60618
Rise-2-Resurrection;Saturn;60379
Riven-The-Sequel-to-Myst;Saturn;59273
Road-&-Track-Presents-The-Need-for-Speed;Saturn;59576
Road-Rash;Saturn;59561
Robo-Pit;Saturn;60087
Robotica-Cybernation-Revolt;Saturn;59360
Saturn-Bomberman;Saturn;59752
Scorcher;Saturn;59169
Sea-Bass-Fishing;Saturn;59925
Sega-Ages-Volume-1;Saturn;59751
Sega-Rally-Championship--Made-in-EU-;Saturn;59170
Sega-Rally-Championship--Made-in-USA-;Saturn;60410
Sega-Touring-Car-Championship;Saturn;59784
Sega-Worldwide-Soccer-98-Club-Edition;Saturn;59866
Sega-Worldwide-Soccer-97;Saturn;60368
Sega-Worldwide-Soccer-97--Alt-;Saturn;59613
Shellshock;Saturn;60590
Shining-Force-III--R-;Saturn;59291
Shining-the-Holy-Ark;Saturn;59186
Shining-Wisdom;Saturn;59868
Shinobi-X-Shin-Shinobi-Den;Saturn;60380
Shockwave-Assault;Saturn;59898
SimCity-2000;Saturn;59865
Skeleton-Warriors;Saturn;60369
Sky-Target;Saturn;59922
Slam-n-Jam-96-featuring-Magic-&-Kareem-Signature-Edition;Saturn;60413
Sonic-3D-Flickies-Island;Saturn;59783
Sonic-Jam;Saturn;59572
Sonic-R;Saturn;59176
Soviet-Strike;Saturn;59160
Space-Hulk-Vengeance-of-the-Blood-Angels;Saturn;59900
Space-Jam;Saturn;59946
Spot-Goes-to-Hollywood;Saturn;60373
StarFighter-3000;Saturn;60309
Steep-Slope-Sliders;Saturn;60594
Story-of-Thor-2-The;Saturn;59173
Street-Fighter-Alpha-2;Saturn;59552
Street-Fighter-Alpha-Warriors-Dreams;Saturn;59551
Street-Fighter-Collection--R-;Saturn;60623
Street-Fighter-The-Movie--2S-;Saturn;60436
Street-Fighter-The-Movie--4S-;Saturn;59864
Street-Racer;Saturn;59945
Striker-96;Saturn;59926
Super-Puzzle-Fighter-II-Turbo;Saturn;60403
Swagman;Saturn;60749
Tempest-2000;Saturn;60582
Terry-Pratchetts-Discworld;Saturn;59872
Tetris-Plus;Saturn;59780
Theme-Park;Saturn;59894
Three-Dirty-Dwarves;Saturn;60411
Tilt!;Saturn;59359
Titan-Wars;Saturn;60601
Tomb-Raider;Saturn;59695
Torico;Saturn;59743
Trash-It;Saturn;60430
True-Pinball;Saturn;60004
Tunnel-B1;Saturn;59982
UEFA-Euro-96-England;Saturn;59916
Ultimate-Mortal-Kombat-3;Saturn;59564
Valora-Valley-Golf;Saturn;60397
Victory-Boxing;Saturn;59892
Virtua-Cop;Saturn;60607
Virtua-Cop--2S-;Saturn;61447
Virtua-Cop--4S-;Saturn;59193
Virtua-Cop--7S-;Saturn;61173
Virtua-Cop-2;Saturn;59149
Virtua-Fighter--Made-in-EU-;Saturn;60656
Virtua-Fighter--Made-in-USA-;Saturn;59889
Virtua-Fighter-2--Made-in-EU-;Saturn;60003
Virtua-Fighter-2--Made-in-USA-;Saturn;59144
Virtua-Fighter-CG-Portrait-Collection;Saturn;59575
Virtua-Fighter-Kids;Saturn;59753
Virtua-Fighter-Remix;Saturn;61143
Virtua-Racing;Saturn;61412
Virtual-Golf;Saturn;59890
Virtual-Hydlide;Saturn;59570
Virtual-On-Cyber-Troopers;Saturn;59735
Virtual-Open-Tennis;Saturn;59891
WarCraft-II-The-Dark-Saga;Saturn;59358
Whizz;Saturn;59196
Wing-Arms;Saturn;59724
Winter-Heat;Saturn;59737
WipEout;Saturn;59205
WipEout-2097;Saturn;59696
World-Cup-Golf-Professional-Edition--1S-;Saturn;61530
World-Cup-Golf-Professional-Edition--3S-;Saturn;60592
World-League-Soccer-98;Saturn;60591
World-Series-Baseball;Saturn;59615
World-Series-Baseball-II;Saturn;59902
Worms;Saturn;60390
WWF-In-Your-House;Saturn;60405
WWF-WrestleMania-The-Arcade-Game;Saturn;60611
X-Men-Children-of-the-Atom--2S-;Saturn;61134
X-Men-Children-of-the-Atom--3S-;Saturn;60383
Z;Saturn;60389
3D-Lemmings;Saturn;59987
A-Sangue-Freddo;PS1;55319
A.IV-Evolution-Global;PS1;54748
Ace-Combat-2;PS1;54999
Ace-Combat-3-Electrosphere;PS1;50589
Action-Bass;PS1;51175
Action-Man-Destruction-X;PS1;52584
Action-Man-Mission-Xtreme;PS1;51632
Action-Man-Mission-Xtreme--EDC-;PS1;55855
Actua-Golf;PS1;54906
Actua-Golf-2;PS1;54676
Actua-Golf-3;PS1;51157
Actua-Ice-Hockey;PS1;54922
Actua-Ice-Hockey-2;PS1;52045
Actua-Pool;PS1;54720
Actua-Soccer;PS1;51176
Actua-Soccer-2;PS1;51177
Actua-Soccer-2;PS1;55217
Actua-Soccer-3;PS1;53887
Actua-Soccer-3;PS1;55508
Actua-Soccer-Club-Edition;PS1;53875
Actua-Tennis;PS1;55127
Actua-Tennis;PS1;50745
Adiboo-&-Pazirals-Secret;PS1;54363
Adidas-Power-Soccer;PS1;51178
Adidas-Power-Soccer-2;PS1;53214
Adidas-Power-Soccer-98;PS1;52434
Adidas-Power-Soccer-International-97;PS1;50680
Advanced-Dungeons-&-Dragons-Iron-&-Blood---Warriors-of-Ravenloft;PS1;54547
Agent-Armstrong;PS1;54323
Agile-Warrior-F-111X;PS1;55402
Air-Combat;PS1;50959
Air-Combat--EDC-;PS1;53867
Air-Hockey;PS1;54491
Air-Race;PS1;55047
Aironauts;PS1;55222
Akuji-the-Heartless;PS1;52422
Akumajou-Dracula-X-Gekka-no-Yasoukyoku;PS1;2863
Alex-Fergusons-Player-Manager-2001;PS1;50874
Alex-Fergusons-Player-Manager-2002;PS1;51727
Alfred-Chicken;PS1;53373
Alien-Resurrection;PS1;50922
Alien-Trilogy;PS1;50926
All-Music-Dance!;PS1;55348
All-Star-Action;PS1;51599
All-Star-Boxing;PS1;53801
All-Star-Racing;PS1;51190
All-Star-Racing-2;PS1;55585
All-Star-Soccer;PS1;55312
All-Star-Tennis;PS1;54875
All-Star-Tennis-99;PS1;55037
All-Star-Tennis-2000;PS1;54779
All-Star-Watersports;PS1;54346
Alla-Ricerca-della-Valle-Incantata-Ritorno-alla-Grande-Vallata;PS1;57323
Allied-General;PS1;54786
Alone-in-the-Dark-Jack-Is-Back;PS1;50730
Alone-in-the-Dark-The-New-Nightmare;PS1;50935
Alone-in-the-Dark-The-New-Nightmare;PS1;55271
Alundra;PS1;50756
Alundra;PS1;51293
Alundra-2-A-New-Legend-Begins;PS1;51059
Amazing-Virtual-Sea-Monkeys-The;PS1;52081
American-Pool;PS1;54744
Amerzone-Il-Testamento-dellEsploratore;PS1;56390
Amerzone-The-Explorers-Legacy;PS1;55687
Analog-Controller-Service-Disc--Revised-;PS1;57129
Anastasia;PS1;52392
Andretti-Racing;PS1;51608
Animal-Football;PS1;53863
Animal-Snap-Rescue-Them-2-by-2;PS1;54712
Anna-Kournikovas-Smash-Court-Tennis;PS1;58301
Ape-Escape;PS1;52269
Ape-Escape;PS1;55109
Apocalypse;PS1;51346
Apocalypse;PS1;57317
Aqua-GT;PS1;50839
Aquanauts-Holiday;PS1;52619
Arcade-Party-Pak;PS1;52382
Arcades-Greatest-Hits-The-Atari-Collection-1;PS1;55351
Arcades-Greatest-Hits-The-Atari-Collection-2;PS1;52578
Arcades-Greatest-Hits-The-Midway-Collection-2;PS1;55445
Archer-Macleans-3D-Pool;PS1;51887
Area-51;PS1;55725
Area-51--Midway-Classics-;PS1;54372
Ark-of-Time;PS1;53777
Armored-Core;PS1;52246
Armorines-Project-S.W.A.R.M.;PS1;52369
Army-Men-3D;PS1;50757
Army-Men-Air-Attack;PS1;52596
Army-Men-Air-Attack;PS1;55133
Army-Men-Air-Attack-2;PS1;53257
Army-Men-Air-Attack-2;PS1;55339
Army-Men-Land-Sea-Air;PS1;50876
Army-Men-Lock-n-Load;PS1;51888
Army-Men-Omega-Soldier;PS1;54762
Army-Men-Operation-Meltdown;PS1;51538
Army-Men-Sarges-Heroes;PS1;55614
Army-Men-Sarges-Heroes;PS1;55334
Army-Men-Sarges-Heroes-2;PS1;52963
Army-Men-Team-Assault;PS1;51889
Assault;PS1;50903
Assault-Rigs;PS1;51695
Asterix;PS1;53812
Asterix;PS1;57117
Asterix;PS1;58961
Asterix;PS1;53989
Asterix-&-Obelix-contro-Cesare;PS1;57318
Asterix-&-Obelix-Take-on-Caesar;PS1;55745
Asterix-&-Obelix-Take-on-Caesar;PS1;55168
Asterix-&-Obelix-Take-on-Caesar;PS1;51186
Asterix-Mega-Madness;PS1;52009
Asteroids;PS1;55723
Asteroids;PS1;55189
Atari-Anniversary-Edition-Redux;PS1;51890
Atlantis-Segreti-dun-Mondo-Perduto;PS1;55380
Atlantis-The-Lost-Continent;PS1;54745
Atlantis-The-Lost-Tales;PS1;55511
Atlantis-The-Lost-Tales;PS1;55512
Attack-of-the-Saucerman;PS1;52620
ATV-Mania;PS1;54781
ATV-Racers;PS1;54736
ATV-Quad-Power-Racing;PS1;54558
Austin-Powers-Pinball;PS1;51634
Auto-Destruct;PS1;52793
Ayrton-Senna-Kart-Duel;PS1;54725
Ayrton-Senna-Kart-Duel-2;PS1;54545
Aztec-The-Curse-in-the-Heart-of-the-City-of-Gold;PS1;54984
Aztec-The-Curse-in-the-Heart-of-the-City-of-Gold;PS1;55337
Aztec-The-Curse-in-the-Heart-of-the-City-of-Gold;PS1;55035
Azure-Dreams;PS1;52764
B-Movie;PS1;53886
Baby-Felix-Tennis;PS1;53808
Baby-Universe;PS1;54299
Baldies;PS1;53264
BallBlazer-Champions;PS1;52699
BallBlazer-Champions;PS1;55494
Ballerburg;PS1;55313
Ballistic;PS1;50763
Barbie-Esploratrice;PS1;55379
Barbie-Explorer;PS1;55891
Barbie-Race-&-Ride;PS1;53212
Barbie-Race-&-Ride;PS1;55320
Barbie-Super-Sports;PS1;55390
Barbie-Super-Sports;PS1;56386
Batman-&-Robin;PS1;51033
Batman-&-Robin;PS1;55330
Batman-Forever-The-Arcade-Game;PS1;52615
Batman-of-the-Future-Return-of-the-Joker;PS1;52367
Batman-Gotham-City-Racer;PS1;52463
Battle-Arena-Toshinden;PS1;50947
Battle-Arena-Toshinden-2;PS1;54077
Battle-Arena-Toshinden-3;PS1;52624
Battle-Stations;PS1;54959
BattleSport;PS1;54274
BattleTanx-Global-Assault;PS1;51329
BattleTanx-Global-Assault;PS1;52083
Beach-Volleyball;PS1;51191
Beast-Wars-Transformers;PS1;54901
Beatmania;PS1;51640
Bedlam;PS1;51027
Beyblade;PS1;50761
Big-Air;PS1;53942
Big-Bass-Fishing;PS1;54715
Big-Strike-Bowling;PS1;54709
Bio-F.R.E.A.K.S.;PS1;53843
Bishi-Bashi-Special;PS1;51374
Black-Dawn;PS1;52664
Blade;PS1;50963
Blam!-Machinehead;PS1;52978
Blast-Chamber;PS1;50897
Blast-Radius;PS1;54695
Blaster-Master-Blasting-Again;PS1;55401
Blasto;PS1;51674
Blaze-&-Blade-Eternal-Quest;PS1;55733
Blazing-Dragons;PS1;55482
Block-Buster;PS1;52256
Blockids;PS1;55613
Blood-Lines;PS1;52462
Blood-Omen-Legacy-of-Kain;PS1;51343
Bloody-Roar-2-Bringer-of-the-New-Age;PS1;52932
Bloody-Roar-Hyper-Beast-Duel;PS1;54696
Bob-Aggiustatutto;PS1;57319
Bob-the-Builder-Can-We-Fix-It;PS1;54677
Bomberman;PS1;50760
Bomberman-Fantasy-Race;PS1;50762
Bomberman-Wars;PS1;2854
Bomberman-World;PS1;54561
Bombing-Islands-The;PS1;54893
Brahma-Force;PS1;53800
Bratz-Dress-Up-Get-Down-and-Be-a-Bratz-Superstar!;PS1;52061
Break-Point;PS1;51624
Breakout-A-Story-of-Bat-Meets-Ball...!;PS1;52530
Breath-of-Fire-III;PS1;51462
Breath-of-Fire-IV;PS1;50759
Brian-Lara-Cricket;PS1;51375
Brigandine-Grand-Edition;PS1;2860
Broken-Helix;PS1;55475
Broken-Sword-II-La-Profezia-dei-Maya;PS1;55316
Broken-Sword-II-The-Smoking-Mirror;PS1;52701
Broken-Sword-The-Shadow-of-the-Templars;PS1;51024
Broken-Sword-The-Shadow-of-the-Templars;PS1;57731
Brunswick-Circuit-Pro-Bowling;PS1;55045
Brunswick-Circuit-Pro-Bowling-2;PS1;53259
Bubble-Bobble-also-featuring-Rainbow-Islands;PS1;51893
Bubsy-3D-Furbitten-Planet;PS1;51895
Buggy;PS1;52905
Buggy--EDC-;PS1;58056
Bugriders-The-Race-of-Kings;PS1;55036
Bugs-Bunny-&-Taz-Time-Busters;PS1;53687
Bugs-Bunny-Lost-in-Time;PS1;52115
Burning-Road;PS1;54259
BursTrick-Wake-Boarding!!;PS1;53888
Bushido-Blade;PS1;51587
Bust-A-Groove;PS1;52268
Bust-A-Move-2-Arcade-Edition;PS1;51628
Bust-A-Move-2-Arcade-Edition--Reprint-;PS1;57000
Bust-A-Move-3-DX;PS1;54694
Bust-A-Move-3-DX--Reprint-;PS1;57001
Bust-A-Move-4;PS1;52566
Buttsubushi;PS1;52257
C-12-Final-Resistance;PS1;51707
C-12-Final-Resistance;PS1;51896
C-12-Final-Resistance;PS1;55323
C3-Racing-Car-Constructors-Championship;PS1;51908
Caesars-Palace;PS1;52656
Caesars-Palace-2000-Millennium-Gold-Edition;PS1;51711
Caesars-Palace-II;PS1;54721
Calcio-Manager-2000;PS1;57320
California-Surfing;PS1;54071
California-Watersports;PS1;52589
Canal+-Premier-Manager;PS1;55016
Capcom-Generations--Wings-of-Destiny-;PS1;50868
Capcom-vs.-SNK-Millennium-Fight-2000-Pro;PS1;51762
Card-Shark;PS1;51709
Cardinal-Syn;PS1;52461
Cardinal-Syn;PS1;57321
Carmageddon;PS1;50952
Carnage-Heart;PS1;50719
Casper;PS1;51596
Casper-Friends-Around-the-World;PS1;54898
Castlevania-Chronicles;PS1;51071
Castlevania-Symphony-of-the-Night;PS1;51082
Castrol-Honda-Superbike-Racing;PS1;54707
Castrol-Honda-VTR;PS1;55403
Centipede;PS1;55722
Centipede;PS1;52264
Championship-Bass;PS1;51872
Championship-Manager-Quiz;PS1;54678
Championship-Motocross-2001-featuring-Ricky-Carmichael;PS1;54871
Championship-Motocross-featuring-Ricky-Carmichael;PS1;54734
Championship-Surfer;PS1;54261
Chaos-Break;PS1;54043
Chase-the-Express;PS1;55001
Chase-the-Express;PS1;55346
Checkmate;PS1;54065
Checkmate-II;PS1;55612
Cheesy;PS1;55031
Chessmaster-3-D-The;PS1;54825
Chessmaster-II;PS1;52326
Chi-Vuol-Essere-Miliardario;PS1;51152
Chi-Vuol-Essere-Milionario-Seconda-Edizione;PS1;55342
Chicken-Run;PS1;56373
Chicken-Run;PS1;50830
Chill;PS1;52252
China-The-Forbidden-City;PS1;52430
Chocobo-Racing;PS1;54666
Choro-Q-2;PS1;5988
Choro-Q-3;PS1;6030
Chris-Kamaras-Street-Soccer;PS1;51693
Chronicles-of-the-Sword;PS1;52537
Chronicles-of-the-Sword;PS1;57619
Cina-Crimini-nella-Citta-Proibita;PS1;55506
Cindys-Caribbean-Holiday;PS1;55062
Cindys-Fashion-World;PS1;55162
Circuit-Breakers;PS1;54961
City-of-Lost-Children-The;PS1;55311
Civilization-II;PS1;55850
Civilization-II;PS1;56343
Cleopatra-Fortune;PS1;55213
Clock-Tower;PS1;52219
Clock-Tower-The-First-Fear;PS1;6123
Colin-McRae-Rally;PS1;50765
Colin-McRae-Rally;PS1;55378
Colin-McRae-Rally-2.0;PS1;51174
Colony-Wars;PS1;51035
Colony-Wars;PS1;55190
Colony-Wars-Red-Sun;PS1;52523
Colony-Wars-Red-Sun;PS1;57324
Colony-Wars-Vengeance;PS1;51262
Colony-Wars-Vengeance;PS1;55331
Command-&-Conquer--GDI-;PS1;50786
Command-&-Conquer-Red-Alert--Allies-;PS1;51011
Command-&-Conquer-Red-Alert---Retaliation--Allies-;PS1;51989
Constructor;PS1;50635
Constructor;PS1;57325
Contra-Legacy-of-War;PS1;54785
Cool-Boarders;PS1;53503
Cool-Boarders-2;PS1;53663
Cool-Boarders-3;PS1;50923
Cool-Boarders-4;PS1;52250
Cotton-Fantastic-Night-Dreams;PS1;6178
Courier-Crisis-The-Saga-of-the-Modern-Fatalist;PS1;52231
Crash-Bandicoot;PS1;50887
Crash-Bandicoot--EDC-;PS1;51549
Crash-Bandicoot-2-Cortex-Strikes-Back;PS1;51047
Crash-Bandicoot-2-Cortex-Strikes-Back--EDC-;PS1;53672
Crash-Bandicoot-3-Warped;PS1;50634
Crash-Bash;PS1;52080
Creatures;PS1;50902
Creatures-Raised-in-Space;PS1;54072
Cricket-2000;PS1;50892
Crime-Killer;PS1;50910
Crisis-Beat;PS1;50592
Critical-Depth;PS1;50728
Criticom;PS1;54347
Croc-2;PS1;50743
Croc-Legend-of-the-Gobbos;PS1;51089
Crow-The-City-of-Angels;PS1;54306
Crusader-No-Remorse;PS1;55055
Crusaders-of-Might-and-Magic;PS1;52658
Crusaders-of-Might-and-Magic;PS1;56999
Crypt-Killer;PS1;55314
CT-Special-Forces;PS1;50674
CT-Special-Forces-3-Bioterror;PS1;54844
CT-Special-Forces-Back-to-Hell;PS1;54917
CTR-Crash-Team-Racing;PS1;50877
CTR-Crash-Team-Racing--EDC-;PS1;50940
Cubix-Robots-for-Everyone-Race-n-Robots;PS1;54679
Cyberia;PS1;52684
Cyberia;PS1;52085
CyberSled;PS1;53873
CyberSpeed;PS1;54858
CyberTiger;PS1;51559
D;PS1;55715
Dalmatians-2;PS1;52395
Dalmatians-The;PS1;52220
Dance-Europe;PS1;54831
Dancing-Stage-Fever;PS1;54872
Dancing-Stage-Fusion;PS1;54833
Dancing-Stage-Disney-Mix;PS1;51670
Dancing-Stage-Euromix;PS1;52114
Dancing-Stage-Party-Edition;PS1;51899
Danger-Girl;PS1;53008
Darklight-Conflict;PS1;50764
Darkstalkers-3;PS1;51759
Darkstalkers-The-Night-Warriors;PS1;52958
Darkstone;PS1;54847
Dave-Mirra-Freestyle-BMX;PS1;52703
Dave-Mirra-Freestyle-BMX-Maximum-Remix;PS1;54730
David-Beckham-Soccer;PS1;55424
David-Beckham-Soccer;PS1;50875
Davis-Cup-Complete-Tennis;PS1;54549
DBZ-Dead-Ball-Zone;PS1;53472
Dead-or-Alive;PS1;50990
Defcon-5;PS1;54908
Defcon-5;PS1;57515
Delta-Force-Urban-Warfare;PS1;50807
Demolition-Racer;PS1;51118
Descent;PS1;51026
Descent-II;PS1;51150
Destrega;PS1;55699
Destrega;PS1;55486
Destruction-Derby;PS1;50991
Destruction-Derby-2;PS1;50962
Destruction-Derby-Raw;PS1;50722
Destructo-2;PS1;55860
Detective-Barbie-The-Mystery-Cruise;PS1;53213
Detective-Mouse;PS1;53862
Devil-Dice;PS1;52364
Devils-Deception;PS1;52762
Dexters-Laboratory-Mandarks-Lab;PS1;52086
Dexters-Laboratory-Mandarks-Lab;PS1;54870
Diablo;PS1;51479
Die-Hard-Trilogy;PS1;50937
Die-Hard-Trilogy-2-Viva-Las-Vegas;PS1;50754
Die-Hard-Trilogy-2-Viva-Las-Vegas;PS1;55111
Digimon-Digital-Card-Battle;PS1;52525
Digimon-Rumble-Arena;PS1;52444
Digimon-World;PS1;51897
Digimon-World;PS1;57351
Digimon-World-2003;PS1;51597
Dino-Crisis;PS1;50840
Dino-Crisis;PS1;55273
Dino-Crisis-2;PS1;51053
Dino-Crisis-2;PS1;57326
Dinomaster-Party;PS1;51898
Dinosaurs;PS1;52446
Discworld-II-Missing-Presumed...!;PS1;51009
Discworld-Noir;PS1;52520
Disney-Action-Game-Disney-Presenta-Hercules;PS1;51328
Disney-Aladdin-La-Vendetta-di-Nasira;PS1;55321
Disney-Atlantis-LImpero-Perduto;PS1;55325
Disney-Dinosauri;PS1;55187
Disney-Il-Pianeta-del-Tesoro;PS1;55224
Disney-Il-Re-Leone-La-Grande-Avventura-di-Simba;PS1;57007
Disney-La-Sirenetta-II;PS1;55199
Disney-Le-Follie-dellImperatore;PS1;55287
Disney-Learning-Mickey;PS1;52451
