Name;Console;ID
Disney-Violetta-Rhythm-&-Music;DS;30438
Diva-Girls-Diva-Ballerina;DS;30439
Diva-Girls-Diva-Dancers;DS;30440
Diva-Girls-Making-the-Music;DS;30441
Diva-Girls-Princess-on-Ice-2;DS;30442
DJ-Star;DS;30443
Doctor-Who-Evacuation-Earth;DS;30445
Dodge-Racing-Charger-vs-Challenger;DS;30446
Dogz;DS;30449
Dogz-2;DS;30451
Dolphin-Island;DS;30461
Dolphin-Island-Underwater-Adventures;DS;30462
Dolphin-Trainer;DS;30463
Don-King-Boxing;DS;30464
Donkey-Kong-Jungle-Climber;DS;30467
Donkey-Kong-Jungle-Climber--Wii-U-Virtual-Console-;DS;91904
Donkey-Xote;DS;30468
Doodle-Hex;DS;30469
Dora-&-Friends-Fantastic-Flight;DS;30470
Dora-&-Friends-Pet-Shelter;DS;30471
Dora-the-Explorer-Dora-Puppy;DS;30474
Dora-the-Explorer-Dora-Puppy;DS;30475
Dora-the-Explorer-Dora-Puppy;DS;30476
Dora-the-Explorer-Dora-Saves-the-Mermaids;DS;30477
Dora-the-Explorer-Dora-Saves-the-Mermaids;DS;30478
Dora-the-Explorer-Dora-Saves-the-Mermaids;DS;30479
Dora-the-Explorer-Dora-Saves-the-Snow-Princess;DS;30480
Dora-the-Explorer-Dora-Saves-the-Snow-Princess;DS;30481
Dora-the-Explorer-Dora-Saves-the-Snow-Princess;DS;30482
Doras-Big-Birthday-Adventure;DS;30483
Doras-Big-Birthday-Adventure;DS;30484
Doras-Cooking-Club;DS;30486
Doras-Cooking-Club;DS;30487
Double-Pack-Cradle-of-Rome-+-Cradle-of-Egypt;DS;30494
Double-Sequence-The-Q-Virus-Invasion;DS;30495
Dr-Kawashimas-Brain-Training-How-Old-Is-Your-Brain;DS;30497
Dr-Kawashimas-Brain-Training-How-Old-Is-Your-Brain--Wii-U-Virtual-Console-;DS;91905
Dr-Reiner-Knizias-Brainbenders;DS;30501
Dr.-Seuss-How-the-Grinch-Stole-Christmas!;DS;30503
Drachenspass-mit-Hexe-Lilli;DS;30505
Draglade;DS;30507
Dragon-Ball-Z-Attack-of-the-Saiyans;DS;30517
Dragon-Ball-Z-Goku-Densetsu;DS;30520
Dragon-Ball-Z-Supersonic-Warriors-2;DS;30522
Dragon-Ball-Origins;DS;30508
Dragon-Ball-Origins-2;DS;30509
Dragon-Booster;DS;30523
Dragon-Hunters;DS;30525
Dragon-Master;DS;30526
Dragon-Quest-IX-Sentinels-of-the-Starry-Skies;DS;30531
Dragon-Quest-Monsters-Joker;DS;30534
Dragon-Quest-Monsters-Joker-2;DS;30536
Dragon-Quest-VI-Realms-of-Reverie;DS;30541
Dragon-Quest-The-Chapters-of-the-Chosen;DS;30527
Dragon-Quest-The-Hand-of-the-Heavenly-Bride;DS;30528
Dragonology;DS;30545
Drama-Queens;DS;30546
Drawn-to-Life;DS;30548
Drawn-to-Life-Collection;DS;30549
Drawn-to-Life-SpongeBob-SquarePants-Edition;DS;30552
Drawn-to-Life-SpongeBob-SquarePants-Edition;DS;30554
Drawn-to-Life-The-Next-Chapter;DS;30555
Dream-Day-Wedding-Destinations;DS;30557
Dream-Pinball-3D;DS;30558
Driver-Dans-Story-Train;DS;30561
Driver-License-Trainer-Italia;DS;30563
Drivers-Ed-Portable;DS;30564
Driving-Theory-Training;DS;30565
Dropcast;DS;30567
Ducati-Moto;DS;30635
Duke-Nukem-Critical-Mass;DS;30644
Dungeon-Explorer;DS;30646
Dungeon-Maker;DS;30648
Dungeon-Raiders;DS;30651
Dynasty-Warriors-DS-Fighters-Battle;DS;30652
EA-Playground;DS;30654
Easy-Learning-Discover-Our-World;DS;30656
Easy-Piano-Learn-Play-&-Compose;DS;30657
Ecolis-Save-the-Forest;DS;30660
Eds-Farm;DS;30662
Ed-Edd-n-Eddy-Scam-of-the-Century;DS;30661
Eggheads;DS;30668
Electroplankton;DS;30705
Eledees-The-Adventures-of-Kai-and-Zero;DS;30706
Element-Girls-Love-Fashion-&-Friends;DS;30708
Element-Girls-Style-Your-Life!;DS;30709
Elements-of-Destruction;DS;30713
Elite-Beat-Agents;DS;30715
Elite-Beat-Agents;DS;30716
Elite-Forces-Unit-77;DS;30719
Ellen-Whitakers-Horse-Life;DS;30721
Elvenland;DS;30724
Emergency;DS;30726
Emily-Archer-The-Curse-of-King-Tuts-Tomb;DS;30733
Emily-Archer-The-Curse-of-King-Tuts-Tomb;DS;30734
Emily-Archer-The-Curse-of-King-Tuts-Tomb;DS;30735
Emily-the-Strange-Strangerous--VESP-;DS;30736
Emily-the-Strange-Strangerous--VESV-;DS;30737
Emily-the-Strange-Strangerous--VESX-;DS;30738
Emily-My-Animal-Shelter;DS;30730
Emily-My-Dog-Paradise;DS;30731
Emily-My-Personal-Diary;DS;30732
Emma-at-the-Farm;DS;30739
Emma-at-the-Farm;DS;30740
Emma-in-the-Mountains;DS;30741
Enchanted;DS;30742
Enchanted-Folk-and-the-School-of-Wizardry;DS;30743
Englisch-Buddy;DS;30744
English-Buddy;DS;30747
English-Training-Have-Fun-Improving-Your-Skills;DS;30748
Enigmistica-L;DS;30749
Equestrian-Training;DS;30755
Era-Glaciale-3-L-LAlba-dei-Dinosauri;DS;30758
Era-Glaciale-4-L-Continenti-alla-Deriva---Giochi-Polari;DS;30759
Eragon;DS;30760
Escape-the-Museum;DS;30762
Escape-the-Museum;DS;30763
Essential-Sudoku-DS;DS;30766
Etrian-Odyssey;DS;30768
Everythings-Rosie;DS;30769
Evolution-GT;DS;30770
Exit-DS;DS;30771
F-24-Stealth-Fighter;DS;30776
Fabulous-Finds;DS;30779
Family-Fortunes;DS;30783
Family-Park-Tycoon;DS;30784
Famous-The-Road-to-Glory!;DS;30785
Fantastic-Four-Rise-of-the-Silver-Surfer;DS;30786
Fantasy-Aquarium-by-DS;DS;30787
Farm-Frenzy-3;DS;30789
Farm-Frenzy-Animal-Country;DS;30788
Farm-Life-Manage-Your-Own-Farm;DS;30790
Fashion-Designer-High-Fashion;DS;30791
Fashion-Designer-Style-Icon;DS;30792
Fashion-Dogz;DS;30793
Fashion-Tycoon;DS;30794
Fast-Food-Panic;DS;30795
Fee-Lili-Rose-2-La-Mon-Monde-Merveilleux;DS;30796
Fee-Lili-Rose-La-La-Magie-des-Fees;DS;30797
Ferrari-Challenge-Trofeo-Pirelli---European-Series;DS;30801
FIFA-06;DS;30802
FIFA-07;DS;30803
FIFA-08;DS;30804
FIFA-09;DS;30807
FIFA-10;DS;30809
FIFA-11;DS;30811
FIFA-Street-2;DS;30812
FIFA-Street-3;DS;30813
Fifi-and-the-Flowertots;DS;30815
Fifi-and-the-Flowertots-Fifis-Garden-Party;DS;30816
Final-Fantasy-Crystal-Chronicles-Echoes-of-Time;DS;30821
Final-Fantasy-Crystal-Chronicles-Ring-of-Fates;DS;30823
Final-Fantasy-Fables-Chocobo-Tales;DS;30825
Final-Fantasy-III;DS;30827
Final-Fantasy-IV;DS;30829
Final-Fantasy-Tactics-A2-Grimoire-of-the-Rift;DS;30831
Final-Fantasy-XII-Revenant-Wings;DS;30833
Final-Fantasy-The-4-Heroes-of-Light;DS;30819
Finde-die-Unterschiede-Foto-Frenzy;DS;30834
Finding-Nemo-Escape-to-the-Big-Blue;DS;30836
Finding-Nemo-Escape-to-the-Big-Blue;DS;30837
Finding-Nemo-Escape-to-the-Big-Blue;DS;30838
Finding-Nemo-Escape-to-the-Big-Blue---Special-Edition;DS;30839
Finding-Nemo-Escape-to-the-Big-Blue---Special-Edition;DS;30840
Fire-Emblem-Shadow-Dragon;DS;30842
Fire-Emblem-Shadow-Dragon--Wii-U-Virtual-Console-;DS;91908
Fireman-Sam;DS;30845
Fireman-Sam-Action-Stations;DS;30846
Fish-Tycoon;DS;30847
Fishdom;DS;30848
Fishdom;DS;30849
Fix-It;DS;30851
Fizz;DS;30852
Flaaklypa-Grand-Prix;DS;30853
Flipper-Critters;DS;30854
Flips-6-Book-Pack-Cathy-Cassidy;DS;30855
Flips-6-Book-Pack-Enid-Blyton---Faraway-Tree-Stories;DS;30856
Flips-6-Book-Pack-Eoin-Colfer---Artemis-Fowl;DS;30857
Flips-6-Book-Pack-Mr-Gum-by-Andy-Stanton;DS;30858
Flips-6-Book-Pack-Rick-Riordan---Percy-Jackson;DS;30859
Flips-8-Book-Pack-Enid-Blyton---The-Adventure-Series;DS;30860
Flips-8-Book-Pack-Too-Ghoul-for-School;DS;30861
Flower-Sun-and-Rain-Murder-and-Mystery-in-Paradise;DS;30863
Flunkerne-Paa-Maanen;DS;30866
Flunkerne-Superskurke;DS;30867
Flushed-Away;DS;30869
Flushed-Away;DS;30870
Flushed-Away;DS;30871
Football-Academy-Build-and-Prove-Your-Football-Knowledge;DS;30872
Football-Director-DS;DS;30873
Ford-Racing-3;DS;30874
Fossil-League-Dino-Tournament-Championship;DS;30879
Fosters-Home-for-Imaginary-Friends-Imagination-Invaders;DS;30880
Franklins-Great-Adventures;DS;30881
Franzoesisch-Buddy;DS;30883
Freddi-Fish-ABC-under-the-Sea;DS;30884
Freddie-Flintoffs-Power-Play-Cricket;DS;30885
Freedom-Wings;DS;30886
Freshly-Picked-Tingles-Rosy-Rupeeland;DS;30888
Fritz;DS;30889
Frogger-Helmet-Chaos;DS;30890
From-the-Abyss;DS;30893
Fullmetal-Alchemist-Dual-Sympathy;DS;30903
G-Force;DS;30914
G-Force;DS;30915
G-Force;DS;30916
G.I.-Joe-The-Rise-of-Cobra;DS;30918
Galactic-Taz-Ball;DS;30946
Galactik-Football;DS;30947
Galaxy-Racers;DS;30948
Game-&-Watch-Collection;DS;18889
Game-Hits;DS;30956
Gang-del-Bosco-La;DS;30964
Gardening-Guide-How-to-Get-Green-Fingers;DS;30965
Gardening-Mama;DS;30967
Gardenscapes;DS;30970
Garfield-2;DS;30971
Garfield-Gets-Real;DS;30972
Garfields-Fun-Fest;DS;30973
Garfields-Nightmare;DS;30974
General-Knowledge-for-Dummies;DS;30307
Generator-Rex-Agent-of-Providence;DS;30983
GEO-Puzzle-Wunder-Natur---Echter-Puzzlespass-fuer-Unterwegs;DS;30987
Geomaster;DS;30990
Geometry-Wars-Galaxies;DS;30991
George-of-the-Jungle;DS;30992
Ghost-Trick-Phantom-Detective;DS;31002
Ghostbusters-The-Video-Game;DS;31003
Giana-Sisters-DS;DS;31004
Girls-Life-Fashion-Addict;DS;31013
Girls-Life-Jewellery-Style;DS;31016
Girls-Life-Makeover;DS;31017
Girls-Only;DS;31018
Glory-Days-2;DS;31020
Go-West!-A-Lucky-Luke-Adventure;DS;31022
Go!-Go!-Cosmo-Cops!;DS;31027
Go-Diego-Go!-Great-Dinosaur-Rescue;DS;31023
Go-Diego-Go!-Safari-Rescue;DS;31024
Go-Diego-Go!-Safari-Rescue;DS;31025
Go-Diego-Go!-Safari-Rescue;DS;31026
Godzilla-Unleashed;DS;31028
Gogos-Crazy-Bones;DS;31029
Golden-Balls;DS;31034
Golden-Compass-The-The-Official-Videogame;DS;31035
Golden-Compass-The-The-Official-Videogame;DS;31036
Golden-Nugget-Casino-DS;DS;31037
Golden-Sun-Dark-Dawn;DS;31038
Goldene-Amulett-des-Pharao-Das;DS;31041
GoldenEye-007;DS;31046
GoldenEye-Rogue-Agent;DS;31044
Goosebumps-HorrorLand;DS;31052
Gormiti-The-Lords-of-Nature!;DS;31053
Grand-Galop;DS;31058
Grand-Theft-Auto-Chinatown-Wars;DS;31059
Grease-The-Official-Video-Game;DS;31062
Green-Lantern-Rise-of-the-Manhunters;DS;31063
Greg-Hastings-Tournament-Paintball-Maxd;DS;31064
Greys-Anatomy-The-Video-Game;DS;31066
GripsKids-Mathematik;DS;31068
Groovy-Chick-My-Fashion-World;DS;31070
Guida-in-Cucina-La-Che-Si-Mangia-Oggi;DS;31077
Guild-DS-The;DS;31079
Guilty-Gear-Dust-Strikers;DS;31081
Guinness-World-Records-The-Videogame;DS;31082
Guitar-Hero-On-Tour;DS;31083
Guitar-Hero-On-Tour---Decades;DS;31090
Guitar-Hero-On-Tour---Modern-Hits;DS;31095
Guitar-Rock-Tour;DS;31098
Gunpey-DS-Music-x-Puzzle;DS;31099
Guru-Guru;DS;31100
Hamsterz-2;DS;31127
Hamsterz-2;DS;31126
Hamsterz-Life;DS;31129
Hannah-Montana;DS;31136
Hannah-Montana-Music-Jam;DS;31137
Hannah-Montana-Music-Jam;DS;31138
Hannah-Montana-The-Movie;DS;31139
Hannah-Montana-The-Movie;DS;31140
Hannah-Montana-The-Movie;DS;31142
Happy-Bakery;DS;31146
Happy-Feet;DS;31148
Happy-Feet-2;DS;31149
Happy-Hippos-World-Tour;DS;31150
Happy-Party-with-Hello-Kitty-&-Friends!;DS;31152
Hardy-Boys-The-Treasure-on-the-Tracks;DS;31155
Harlem-Globetrotters-World-Tour;DS;31156
Harry-Potter-and-the-Deathly-Hallows-Part-1;DS;31158
Harry-Potter-and-the-Deathly-Hallows-Part-2;DS;31159
Harry-Potter-and-the-Goblet-of-Fire;DS;31160
Harry-Potter-and-the-Half-Blood-Prince;DS;31161
Harry-Potter-and-the-Order-of-the-Phoenix;DS;31163
Harvest-Fishing;DS;31169
Harvest-Moon-DS;DS;31174
Harvest-Moon-DS-Grand-Bazaar;DS;31176
Harvest-Moon-DS-Island-of-Happiness;DS;31177
Harvest-Moon-DS-Sunshine-Islands;DS;31178
Harvest-Moon-Frantic-Farming;DS;31170
Harvest-Moon-Frantic-Farming;DS;31171
Harvest-Moon-The-Tale-of-Two-Towns;DS;31172
Hasbro-Family-Game-Night;DS;31179
Have-Fun-with-Crosswords;DS;31183
Hells-Kitchen-The-Game;DS;31196
Hello-Baby!;DS;31197
Hello-Kitty-Big-City-Dreams;DS;31199
Hello-Kitty-Big-City-Dreams;DS;31198
Hello-Kitty-Birthday-Adventures;DS;31201
Hello-Kitty-Daily;DS;31202
Hello-Kitty-Daily;DS;31205
Hello-Pocoyo!;DS;31211
Henry-Hatsworth-in-the-Puzzling-Adventure;DS;31212
Heracles-Battle-with-the-Gods;DS;31213
Herbie-Rescue-Rally;DS;31215
Heroes-of-Hellas-2-Olympia;DS;31216
Heroes-of-Mana;DS;31217
Hi-Hi-Puffy-AmiYumi-The-Genie-&-the-Amp;DS;31219
Hi!-Hamtaro-Ham-Ham-Challenge;DS;31220
Hidden-Expedition-Titanic;DS;31222
Hidden-Mysteries-Buckingham-Palace;DS;31223
Hidden-Mysteries-Buckingham-Palace;DS;31224
Hidden-Mysteries-Salem-Secrets;DS;31227
Hidden-Mysteries-Titanic;DS;31229
Hidden-Mysteries-Titanic;DS;31230
Hidden-Mysteries-Titanic---Secrets-of-the-Fateful-Voyage;DS;31231
Hidden-Mysteries-Vampire-Secrets;DS;31233
Hidden-Mysteries-Vampire-Secrets;DS;31234
Hidden-Object-Show;DS;31235
Hidden-Objects-The-Big-Journey;DS;31237
Hidden-Objects-The-Big-Journey;DS;31236
High-School-Musical-2-Work-This-Out!;DS;31241
High-School-Musical-3-Senior-Year;DS;31242
High-School-Musical-Makin-the-Cut!;DS;31240
History-Great-Empires---Rome;DS;31263
Holly-Hobbie-&-Friends;DS;31270
Hollywood-Files-Deadly-Intrigues;DS;31271
Honeycomb-Beat;DS;31273
Hop-The-Movie;DS;31274
Horrible-Histories-Ruthless-Romans;DS;31275
Horrid-Henrys-Horrid-Adventure;DS;31278
Horrid-Henry-Missions-of-Mischief;DS;31276
Horse-&-Foal-My-Riding-Stables;DS;31279
Horse-&-Foal-My-Riding-Stables;DS;31280
Horse-&-Foal-My-Riding-Stables;DS;31281
Horse-Life-3;DS;31282
Horseland;DS;31283
Horseland;DS;31284
Hoshigami;DS;31289
Hospital-Giant;DS;31293
Hot-Wheels-Battle-Force-5;DS;31294
Hot-Wheels-Beat-That!;DS;31295
Hot-Wheels-Beat-That!;DS;31296
Hot-Wheels-Track-Attack;DS;31297
Hotel-Dusk-Room-215;DS;31301
Hotel-for-Dogs;DS;31303
Hotel-Giant-DS;DS;31304
Hotel-Transylvania;DS;31307
Hotel-Transylvania;DS;31306
House-M.D.-The-Official-Game;DS;31311
How-to-Pass-Your-Driving-Test;DS;31312
How-to-Train-Your-Dragon;DS;31313
How-to-Train-Your-Dragon;DS;31314
Hugo-Magic-in-the-Trollwoods;DS;31318
Hugo-Trollakademin-1---Den-Forsvunna-Jatten;DS;31319
Hugo-Trollakademin-2---Jakten-pa-Kristallkartan;DS;31320
Hugo-Zauberei-im-Trollwald;DS;31321
Humans-The-Meet-the-Ancestors!;DS;31325
Hurry-Up-Hedgehog!;DS;31326
Hysteria-Hospital-Emergency-Ward;DS;31328
I-Am-an...-Air-Traffic-Controller-by-DS;DS;31329
I-Did-It-Mum!-2-Boy;DS;31335
I-Did-It-Mum!-2-Girl;DS;31336
I-Did-It-Mum!-Boy;DS;31330
I-Did-It-Mum!-Dolls-House;DS;31331
I-Did-It-Mum!-Girl;DS;31332
I-Did-It-Mum!-Picture-Book;DS;31333
I-Did-It-Mum!-Spelling;DS;31334
I-Love-Beauty-Hollywood-Makeover;DS;31337
I-Love-Dogs-My-Cute-Puppies;DS;31338
I-Love-Horses;DS;31340
I-Love-Horses;DS;31343
I-Love-Horses--YWDZ-;DS;31341
I-Spy-Fun-House;DS;31345
I-Spy-Fun-House;DS;31346
Im-a-Celebrity-Get-Me-Out-of-Here!;DS;31348
iCarly;DS;31350
iCarly-2-iJoin-the-Click!;DS;31352
iCarly-Groovy-Foodie!;DS;31351
Ice-Age-2-The-Meltdown;DS;31354
Ice-Age-3-Dawn-of-the-Dinosaurs;DS;31355
Ice-Age-3-Dawn-of-the-Dinosaurs;DS;31356
Ice-Age-3-Dawn-of-the-Dinosaurs;DS;31357
Ice-Age-4-Continental-Drift---Arctic-Games;DS;31358
Ice-Age-4-Continental-Drift---Arctic-Games;DS;31359
Ice-Age-4-Continental-Drift---Arctic-Games;DS;31360
Ico-Soccer;DS;31362
Igor-The-Game;DS;31366
IL-2-Sturmovik-Birds-of-Prey;DS;31369
Imagine-Artist;DS;31373
Imagine-Babies;DS;31374
Imagine-Baby-Club;DS;31375
Imagine-Ballet-Dancer;DS;31376
Imagine-Beauty-Stylist;DS;31377
Imagine-Champion-Rider;DS;31378
Imagine-Champion-Rider;DS;31379
Imagine-Detective-Adventures;DS;31380
Imagine-Doctor;DS;31381
Imagine-Dream-Resort;DS;31382
Imagine-Dream-Weddings;DS;31383
Imagine-Fashion-Designer;DS;31384
Imagine-Fashion-Model;DS;31385
Imagine-Fashion-Paradise;DS;31387
Imagine-Figure-Skater;DS;31388
Imagine-Girl-Band;DS;31389
Imagine-Girl-Band;DS;31390
Imagine-Gymnast;DS;31391
Imagine-Happy-Cooking;DS;31392
Imagine-Happy-Cooking;DS;31393
Imagine-Interior-Designer;DS;31395
Imagine-Journalist;DS;31396
Imagine-Modern-Dancer;DS;31397
Imagine-Movie-Star;DS;31398
Imagine-My-Boutique;DS;31399
Imagine-My-Restaurant;DS;31400
Imagine-Party-Planner;DS;31401
Imagine-Pet-Vet;DS;31402
Imagine-Rescue-Vet;DS;31403
Imagine-Teacher;DS;31404
Imagine-Teacher---School-Trip;DS;31405
Imagine-Wildlife-Keeper;DS;31406
Impara-con-Pokemon-Avventura-Tra-i-Tasti;DS;31409
Impossible-Mission;DS;31410
Inazuma-Eleven;DS;31417
Inazuma-Eleven;DS;31415
Inazuma-Eleven-2-Blizzard;DS;31418
Inazuma-Eleven-2-Bufera-di-Neve;DS;31419
Inazuma-Eleven-2-Firestorm;DS;31422
Inazuma-Eleven-2-Tempesta-di-Fuoco;DS;31427
Incredible-Hulk-The;DS;31438
Incredibles-The-Rise-of-the-Underminer;DS;31439
Incredibles-The-Rise-of-the-Underminer;DS;31440
Indiana-Jones-and-the-Staff-of-Kings;DS;31441
Indoor-Sports-Club;DS;31442
Infinite-Space;DS;31444
Inkheart;DS;31445
Internado-El-Laguna-Negra;DS;31446
International-Athletics;DS;31447
Iron-Man;DS;31453
Iron-Man-2-The-Video-Game;DS;31454
Isola-dei-Famosi-L;DS;31460
Ivy-the-Kiwi;DS;31471
Izuna-The-Legend-of-the-Ninja;DS;31473
JApprends-lAnglais-CP-CM1;DS;87991
J4G-A-Girls-World;DS;31475
Jackass-The-Game-DS;DS;31476
Jacqueline-Wilsons-Tracy-Beaker-The-Game;DS;31477
Jam-Sessions-Sing-&-Play-Guitar;DS;31482
Jam-with-the-Band;DS;31483
Jambo!-Safari-Animal-Rescue;DS;31484
James-Camerons-Avatar-The-Game;DS;31485
James-Patterson-Womens-Murder-Club-Games-of-Passion;DS;31487
James-Pond-Codename-Robocod;DS;31488
Je-Decouvre-les-Echecs;DS;31491
Jelly-Belly-Ballistic-Beans!;DS;87941
Jenga-World-Tour;DS;31493
Jetix-Puzzle-Buzzle;DS;31498
Jewel-Adventures;DS;31499
Jewel-Adventures;DS;31500
Jewel-Land;DS;31501
Jewel-Legends-Tree-of-Life;DS;31502
Jewel-Legends-Tree-of-Life;DS;31503
Jewel-Link-Chronicles-Legend-of-Athena;DS;31511
Jewel-Link-Double-Pack;DS;31512
Jewel-Link-Mysteries-Mountains-of-Madness;DS;31513
Jewel-Link-Arctic-Quest;DS;31504
Jewel-Link-Atlantic-Quest;DS;31505
Jewel-Link-Atlantic-Quest;DS;31506
Jewel-Link-Galactic-Quest;DS;31507
Jewel-Link-Legends-of-Atlantis;DS;31508
Jewel-Link-Safari-Quest;DS;31509
Jewel-Link-Safari-Quest;DS;31510
Jewel-Master-Atlantis;DS;31514
Jewel-Master-Cradle-of-Athena;DS;31515
Jewel-Master-Cradle-of-Egypt;DS;31516
Jewel-Master-Cradle-of-Egypt;DS;31517
Jewel-Master-Cradle-of-Egypt-2;DS;31518
Jewel-Master-Cradle-of-Egypt-2;DS;31519
Jewel-Master-Cradle-of-Persia;DS;31520
Jewel-Master-Cradle-of-Persia;DS;31521
Jewel-Master-Cradle-of-Rome;DS;31523
Jewel-Master-Cradle-of-Rome-2;DS;31524
Jewel-Match;DS;31525
Jewel-Match;DS;31526
Jewel-Match-2;DS;31528
Jewel-Match-3;DS;31529
Jewel-Quest-5-The-Sleepless-Star;DS;31542
Jewel-Quest-IV-Heritage;DS;31543
Jewel-Quest-Mysteries-2-Trail-of-the-Midnight-Heart;DS;31544
Jewel-Quest-Expeditions;DS;31531
Jewel-Quest-Expeditions;DS;31532
Jewel-Quest-Mysteries;DS;31533
Jewel-Quest-Mysteries---Curse-of-the-Emerald-Tear;DS;31535
Jewel-Quest-Solitaire---Solitaire-with-a-Twist!;DS;31538
Jewel-Quest-Solitaire-Trio;DS;31539
Jewel-Quest-Solitaire-Trio;DS;31540
Jewel-Quest-Solitaire-Trio;DS;31541
Jewel-Time-Deluxe;DS;31545
Jewels-of-the-Ages;DS;31549
Jewels-of-the-Tropical-Lost-Island;DS;31550
Jigapix-Love-is;DS;31551
Jigapix-Pets;DS;31552
Jigapix-Wild-World;DS;31553
Jigapix-Wonderful-World;DS;31554
Joan-Jade-and-the-Gates-of-Xibalba;DS;31573
Johnny-Bravo-in-the-Hukka-Mega-Mighty-Ultra-Extreme-Date-O-Rama!;DS;31575
Jojos-Fashion-Show;DS;31577
Jonas;DS;31579
Jonas;DS;31580
Josefine-Magi-i-Eventyrland;DS;31591
Journey-to-the-Center-of-the-Earth;DS;31598
Juiced-2-Hot-Import-Nights;DS;31600
Jungle-School;DS;31603
Junior-Brain-Trainer;DS;31604
Junior-Brain-Trainer;DS;31605
Junior-Brain-Trainer-2;DS;31607
Junior-Brain-Trainer-Maths-Edition;DS;31606
Junior-Classic-Books;DS;31608
Junior-Classic-Games;DS;31609
Junior-Mystery-Stories;DS;31611
Junior-Mystery-Stories;DS;31612
Just-Sing!;DS;31614
Just-Sing!-Vol.-2--VJVP-;DS;31616
Just-Sing!-Vol.-2--VJVV-;DS;31617
Just-Sing!-Vol.-3;DS;31618
Justice-League-Heroes;DS;31619
Kakuromaniacs;DS;31653
Kalle-Kunskap-Matematik-4-8-ar;DS;31656
Kalle-Kunskap-4-7-Aar;DS;31655
Kameleon;DS;31657
Kid-Paddle-Blorks-Invasion;DS;31726
Kilari-Deviens-une-Star;DS;31737
Kilari-Na-san-Mon-Meilleur-Ami;DS;31738
Kim-Possible-Global-Gemini;DS;31739
Kim-Possible-Kimmunicator;DS;31740
Kingdom-Hearts-358-2-Days;DS;31750
Kingdom-Hearts-Re-coded;DS;31753
Kira-Kira-Pop-Princess;DS;31754
Kirby-Mass-Attack;DS;31766
Kirby-Mass-Attack--Wii-U-Virtual-Console-;DS;91917
Kirby-Super-Star-Ultra;DS;31767
Kirby-Mouse-Attack;DS;31763
Kirby-Mouse-Attack--Wii-U-Virtual-Console-;DS;91913
Kirby-Power-Paintbrush;DS;31764
Kirby-Power-Paintbrush--Wii-U-Virtual-Console-;DS;91914
Kirikou-et-les-Betes-Sauvages;DS;31776
Knerten-Gets-Married;DS;31778
Knock-Em-Downs-Worlds-Fair;DS;31783
Know-How-2;DS;31785
Know-How-Spielend-um-die-Ecke-denken;DS;31784
Konami-Arcade-Classics;DS;31814
Korg-DS-10-Synthesizer;DS;31822
Kung-Fu-Panda;DS;31842
Kung-Fu-Panda;DS;31848
Kung-Fu-Panda-2;DS;31853
Kung-Fu-Panda-Legendary-Warriors;DS;31852
Kung-Zhu;DS;31855
Labyrinth;DS;31883
Labyrinth--Ravensburger-;DS;31885
Labyrinth--Ravensburger-;DS;31884
Lalaloopsy;DS;31887
Lanfeust-of-Troy;DS;31888
Langenscheidt-Basic-Woerterbuch-Englisch;DS;31889
Langenscheidt-VokabelStar-Englisch-fuer-Einsteiger;DS;31890
Lara-Croft-Tomb-Raider-Legend;DS;31892
Last-Window-The-Secret-of-Cape-West;DS;31895
Learn-to-Play-Chess-with-Fritz-&-Chesster;DS;31909
Learn-with-Pokemon-Typing-Adventure;DS;31910
Learning-Maths;DS;31911
Left-Brain-Right-Brain-2;DS;31914
Left-or-Right-Ambidextrous-Challenge;DS;31915
Legend-of-Kage-2-The;DS;31916
Legend-of-Kay;DS;31917
Legend-of-Spyro-The-A-New-Beginning;DS;31918
Legend-of-Spyro-The-Dawn-of-the-Dragon;DS;31919
Legend-of-Spyro-The-The-Eternal-Night;DS;31920
Legend-of-the-Guardians-The-Owls-of-GaHoole;DS;31921
Legend-of-Zelda-The-Phantom-Hourglass;DS;31922
Legend-of-Zelda-The-Phantom-Hourglass--Wii-U-Virtual-Console-;DS;91919
Legend-of-Zelda-The-Spirit-Tracks;DS;31926
Legend-of-Zelda-The-Spirit-Tracks--Wii-U-Virtual-Console-;DS;91921
LEGO-Batman-2-DC-Super-Heroes;DS;31936
LEGO-Batman-2-DC-Super-Heroes;DS;31934
LEGO-Batman-2-DC-Super-Heroes;DS;31935
LEGO-Batman-The-Videogame;DS;31932
LEGO-Battles;DS;31939
LEGO-Friends;DS;31940
LEGO-Harry-Potter-Years-1-4;DS;31941
LEGO-Harry-Potter-Years-5-7;DS;31943
LEGO-Indiana-Jones-2-The-Adventure-Continues;DS;31945
LEGO-Indiana-Jones-The-Original-Adventures;DS;31944
LEGO-Legends-of-Chima-Lavals-Journey;DS;31947
LEGO-Marvel-Super-Heroes-Universe-in-Peril;DS;31951
LEGO-Ninjago-The-Videogame;DS;31952
LEGO-Pirates-of-the-Caribbean-The-Video-Game;DS;31954
LEGO-Rock-Band;DS;31955
LEGO-Star-Wars-II-The-Original-Trilogy;DS;31958
LEGO-Star-Wars-III-The-Clone-Wars;DS;31960
LEGO-Star-Wars-The-Complete-Saga;DS;31956
LEGO-The-Lord-of-the-Rings;DS;31962
Lernerfolg-Grundschule-Deutsch---Der-Rechtschreibtrainer;DS;31968
Lernerfolg-Grundschule-Deutsch---Klasse-1+2;DS;31971
